"","ID","U.1","U.3","R.1","R.2","U.2","U.4","R.3","R.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-007615",3.16006781834445,3.02482606935579,1.97711393839356,1.77078810896737,19.2692206407598,15.955632243932,47.9991023798821,31.4629836781524,3.52688355857601,3.96387297077436,4.54753450973936e-17,7.86314192079032e-13
"2","PmetTSAr1.1-009144",0.599323206927397,2.66072663508148,2.09766966634439,2.64064893442503,78.3497923547977,26.5586271752629,26.3995063089352,15.3241412489152,4.19430921448634,4.27366208131131,6.43451640193114e-14,5.56296115528956e-10
"3","PmetTSAr1.1-024429",0,0.700191219758284,0.168778019131158,0.869860825457658,34.4124578185778,6.88683272067152,18.9635797927075,9.11689416074701,5.31639513236681,3.15369138889204,1.08881870597856e-11,6.27558808169175e-08
"4","PmetTSAr1.1-010682",0.980710702244831,1.82049717137154,1.35022415304926,1.98825331533179,17.9963108490012,9.81885061165048,10.0719427944671,5.43134120214715,2.81708318911081,2.63431011810801,1.95109175834235e-11,8.43408189837441e-08
"5","PmetTSAr1.1-016844",0.0817258918537359,1.20432889798425,0.554556348573804,1.46012352844678,42.927785391032,5.55719670034385,20.2619161685568,15.906070663431,4.67851791356654,3.45985602801172,5.08533347338857e-11,1.75861002176723e-07
"6","PmetTSAr1.1-000037",280.265325130412,429.553309497312,69.9223222114796,557.829320782775,38306.7716994195,1503.0682879022,10769.6215506166,9545.23300512492,5.49026552818954,12.9074131033125,1.71254067537801e-10,4.93525680299354e-07
"7","PmetTSAr1.1-024459",2.66971246722204,4.20114731854971,4.19533933268878,6.9278201456092,31.7349579117752,11.0121137068163,40.2484276513274,32.626842507184,2.68358290617416,4.06423138392228,3.24074864385965e-10,8.00511211442532e-07
"8","PmetTSAr1.1-006424",9.09881595971593,10.3348224036323,7.28156596822995,7.51808284859833,30.3742612378263,36.650223637237,24.3929864553499,39.0668613611585,1.93012633678158,4.36669067921937,4.06613659792595e-10,8.78844598934219e-07
"9","PmetTSAr1.1-009116",1.93417944053842,4.64926969919501,1.59133560895092,3.63477559209093,29.3208186515433,8.08009581583737,31.4354777061687,19.5140330334287,2.90293474691958,3.64880548122887,8.00675235398699e-10,1.53827505503099e-06
"10","PmetTSAr1.1-006961",15.3644676685023,16.0203751080695,15.4793554688862,26.9656855891874,75.5845055658049,49.5715582963187,129.5188893726,92.64316279091,2.23402518426182,5.71908001939999,2.03496435085397e-09,3.5186568590616e-06
"11","PmetTSAr1.1-023554",0,0.308084136693645,0.0482222911803308,1.02519311571795,23.2635237804161,4.94351853711569,14.7931659793735,6.9055623855871,5.17721255936941,2.68303294220871,2.31126017591e-09,3.63309088196907e-06
"12","PmetTSAr1.1-006423",9.94331684220453,11.5951665991972,8.24601179183657,8.17047846769157,28.135695741975,35.3546808481998,26.5175368885578,40.23072019019,1.77854525413906,4.39687777608031,6.46676998583445e-09,9.31807665208862e-06
"13","PmetTSAr1.1-003562",8.4177668609348,9.27053174959968,5.69023035927903,13.4828427945937,152.266347158988,22.501532651699,47.684354167555,50.6666543571727,2.88912124959558,5.27659317007973,9.69112668943482e-09,1.28899439682321e-05
"14","PmetTSAr1.1-008938",1.06243659409857,0.896244761290604,1.90478050162307,2.11251914754003,6.40844239988822,3.8525351358212,9.95391221484441,8.84532710063965,2.27867717115132,2.14207166538646,2.2486631689219e-08,2.77725963241633e-05
